bank,rank,gene,sha256,projection,terminal_label_used
0,34,EEF2,0147415200a7a239996287b4d78aa9713833f47e21a9cc7455037d09dfd99ff8,5,False
0,35,AC007620.3,01488500088beeb8870dedff06ed51624aafd49b131f39faa9b1e805d7dcf213,5,False
0,36,NFIA,0149f3d41240d4efdf7a5a01fbe7fd2ce5bff59cb03757f921c510eb27cb0831,5,False
0,37,RP11-276E15.4,014c7e2abbd5a64d4927c4fa4c681989b6a46f150848a058e35100a1b8fed0c9,5,False
0,38,ZMYM6NB,01522086175aa05e6771985d2ddd6159885b38c96e921583a1c9240581cec6ef,5,False
0,39,LA16c-OS12.2,0152ca01cf0b0b705388a9d3157dde86fb8864adac02c0659cca691b4256170e,5,False
0,40,LINC01290,01542120c94d9ffd19ee0405d72ed60e05b416c5a7f72e9f8dc5ac95df4ae69c,5,False
0,41,RFX5,01542438c7135aa5680a40262b3be4216e3e767c8368d3f76a86e736ee2f021d,6,False
0,42,FBXW4,0156e4f1029a88dd11d17b808ec9a9f5b7a26113371e40159c4c63538848f679,6,False
0,43,GIMAP5,015709145875c3c25a23718fa2a346aaf1c2e19529db1e12e1bf6464e97f18d7,6,False
0,44,ATP2C2,01576d4ded9876e7b2dce4afc6449e44a8e994fbb1d04dbd538600661ada0e67,6,False
0,45,TMEM92-AS1,01591a52ef1766b4b494215128d3f43f9354a18c8a7a84ddec56f0a230db3a92,6,False
0,46,RP11-530C5.2,015b54da0651aab5398589600d6082cd044d5c8b49b95e62ecdafe51faa0e536,6,False
0,47,RP11-574F21.2,015b6b9225c77225c2eb50e453451f718d2f3c803b7784172aee781e2b08d805,6,False
0,48,DCUN1D1,015fa17df88544a6a80752b4ac219c821bcfb1972d415b02381d6bac9a5ce2a9,6,False
0,49,MYC,015ffb03d242fb9436aedda29acd9e04689c21ca06aabb041ae056a4ba5945b6,7,False
0,50,CDC25A,01642a62d942062bf36b285a3d17bc870b4f3d075228956efaaedc0ffab363ba,7,False
0,51,G2E3,016815e6a162045412f985659eb7465ce903c41454522516cda49ee24ebf2c09,7,False
0,52,CKMT1A,016874fb5e1c48818d1b616c95828cfbd9dded9fb878b3c217807715d6ff4616,7,False
0,53,RP11-439A17.9,0168cd87ad8302fdd15ceeaa2dcb5c15cf66270765055300f6ad15ee436c2fe0,7,False
0,54,IGHE,016981b65dab01063d7e1be97dcbaec4eb3ccde7c673537b2bbbd0baf679e467,7,False
0,55,PPIE,0169f08563cc6e3c612b38b69428d0c253065a57f58d74770a7873b6b48a7529,7,False
0,56,EFNA1,016a76081fbd4dc17c7e8d42fa4c550c9bd1a5db2a5b4c248d5f4aab413488a4,7,False
0,57,NSMAF,016ef4470216b9c0b0fa05d5a0a747c5d523edf1910a7b18caad7d2b308110e6,8,False
0,58,CX3CR1,016fdd640dd9d8ed78b3bbf1f67ecd3963027b697e6762d1f01f428f537e4f59,8,False
0,59,ZNF829,0170dc5a1d6223b3cc4b9094c8a92b1ab475ab22ec43a7310911d3d9f32f28f1,8,False
0,60,ATAD3A,017244f3c6c33fbd0f3a61e290f001ab56f907e52711930263b88223c7a14677,8,False
0,61,PHLDA2,01730da982a758600ba7b6e6409350fdbf1c2ee36e31b646ffa5c815f169a127,8,False
0,62,MURC,0177111440c9c774553bd41544958428b24bc790ffd854528d9a9b28c87e2193,8,False
0,63,MRPS12,017a8834c415dcc090c74560e0108eafbcc557291853857eacc7bbb60eb1fc77,8,False
0,64,ATP13A1,017b1901293f84eb981762e45d93192e2bfe8c6a0fc33b1f672361d660c7127e,8,False
1,1,SDCBP2,017dc8eef74ca9ae9e780e7271107b4c1b882112dde6ad4e705eb0c648204752,1,False
1,2,TXLNG,017ddd375e2a78657122ce0a997b0d2444032c82681af163019d1f77b089d4bf,1,False
1,3,SDCBP,017ed3eb91ff78821ce1e5696373c30a20a391fd52ebc3666d69fe418568c61f,1,False
1,4,UBE2E2,0184c29de6970d984dd17c891c668cdb42628a5c94ec9b77bbd43b5eaa6451b7,1,False
1,5,NCAN,018861e5df491966593f095b443bd73a1cb909c5802b086bf338993d4114d171,1,False
1,6,CRYBA4,018b8128525a59871e07fee7e42167c70d1b6985c59bd51679b06ba320a48177,1,False
1,7,ACTA2,018db505073982c7cbb50f882fdc5a63645546a33a2765e9e907f112ffcad5cf,1,False
1,8,BEX5,01937d24d7e54df19d860901d6ded4a74bfc9e62a7289cf03b1ce3a6b7829cf4,1,False
1,9,NIF3L1,0194893ee237e9f7ef5d2a54a52e3ccea94ed74594f567891eeea6c08fc7b8ea,2,False
1,10,NPIPB15,0194dbf41e5c12aa5d0555eef0a75ef1e70d170094667e24641dc1f688b1d95a,2,False
1,11,FAM109A,019b2c1fc295d144cf093df0ed8cf01c53fb43709e49cf86827abf6154cab1ab,2,False
1,12,ADGRE5,019c0b770f8ede517f1a44145d43ef845eeaf2dfe6c8372f50f04b3dfe6cc14f,2,False
1,13,NOMO2,019f5d8a16fcd81497703f9e6cf43cef901406753ba7ef554bb71087ecc0ed33,2,False
1,14,WDR24,01a41dc6611c2050f06ffb3a69cd573c76f57bb20497ff81b8f7d960ccb65a14,2,False
1,15,ACR,01a610e823cce3cabaaee9e8fca67348dcabdb25e10f75e92b9a6efa0b4ecfc3,2,False
1,16,IL12RB2,01a82709f82e5d93311b62bd9cc27d73dbe503796fcaeddb3875af744a217f64,2,False
1,17,ZNF718,01aa77aabf35cc973d62cf3bdbb31560cce464d3bd5b5482047439ce47ee5450,3,False
1,18,SMC1B,01ac1c48eccb56d5f04416bac1b4f2ba83758cf06ea4fecb29e889175d365675,3,False
1,19,RP11-498P14.5,01ae28592276fa9d5395226b86486a25b5df0fb2338a45d5d5ddeba78bdc48ab,3,False
1,20,RP11-932O9.7,01af6e337cc59b7b41d67ffeb4615d7a1c36fff462d0d3f74a8c2fb1e8a661ff,3,False
1,21,HSDL1,01b0de40fb14f079727094fc0a98f9c7a2e62d43440292980832ec9092ddd886,3,False
1,22,CTD-2562J15.4,01b326ecb387a433e33fda6e4918b97a2c0a6a36f7212d87b8ebfb269782ce0b,3,False
1,23,ANKRD13C,01b3a0ba350d3ac5ddd7c797eeaaf7ba15824306d99709d039ce0dd2fdbfa957,3,False
1,24,IGF2-AS,01b3c3468d4d94e394fd5251d05b2ab75843d060889988b7107e379ff52aba38,3,False
1,25,C18orf21,01b5a2e0ea5488d0f9f5ccc34294a360aaf973714c24be17d31a246614f51595,4,False
1,26,CTA-384D8.33,01b9af9823dfed4f28040c0486712dc275eaa38853585b92ac6feb401df07365,4,False
1,27,CETP,01bb625585ab1f510aa5baf8519dfab5327d2b7ed56b0aa04c1b7efe1b41043b,4,False
1,28,TRAF3IP2-AS1,01bcbb775f430eb97c914ae6c8a4707439fe22490d7eb1920d554093e5db4e5e,4,False
1,29,RP1-142L7.9,01be1ff05367ba8e28954f055c2b30ef8e0c86fb67da7ac31f3606756d599453,4,False
1,30,RP11-363E6.4,01c1403a15b160b04c813afb15d0987996b520e0d077fe86dd76396a4b9b5e4b,4,False
1,31,CYP19A1,01c141b722fcd33d356263e2ba495a9f1a7d83c7628527ae6d08fc9825a662da,4,False
1,32,BBS7,01c70908ad4c6b6766074b055b5912a35320309cbfc93fb27a3aa9e69184624c,4,False
1,33,APAF1,01c9817862d1e858951d33a07728d70d292c3ff3be7fcb35d088573303d28c30,5,False
1,34,RP11-798K3.3,01cea0ea22f87966a99366bf5a346ce5142b13485c52eab48153883eb24d8f1d,5,False
1,35,RP11-660L16.2,01d5053a860baffe1170e281e3ea4bf375409758f07ba2c826021305d7133f4b,5,False
1,36,AC092431.3,01d9469517da81f36808fc6115cf9cdbfdcc68116bb0b07f0f95e60cb00417ac,5,False
1,37,CSRP2BP,01da6f7ef3c22ef696d1061ea43c9d119598d412d0221de678075ba56a031f97,5,False
1,38,ENOX1,01dc8679ad2146f2a9ac079c05c8037f38a0b444bda85e12a25cf63ffc4d1899,5,False
1,39,PDK1,01e0066fc8f3aa7730b2fccd4497fddd4086696611a5cdce8cb7783ca86659af,5,False
1,40,MIB2,01e2a82e842cdd3a74eda44ece0e8a79840666469f0e29895c528c05ea13a049,5,False
1,41,CACNB1,01e8ae8bca9bb162139faddc36e143d8dc1791eaba2dd349c45068608290700c,6,False
1,42,KRT86,01ec8897d7b3e87bbfbb6bc8b4e9e54118979efd468144bdcd05b7d1ab11689d,6,False
1,43,TMED2,01ecb5a8f3baf2cce57d607cbb9682f2d3df537b2c297aeadf4ee35473ccd8d6,6,False
1,44,ANGPTL5,01f10fc063df0ec2bbb525dab494db704fc6a4eb955e452e67939872307f959c,6,False
1,45,AMFR,01f5404baafb4008c13c877a7ce40195b000673db9c79ff0d570ed35e3cb4aca,6,False
1,46,GPR82,01f76703667580d953a5007ec6be040850833ee188769432bef4145afa7213cf,6,False
1,47,RP11-894P9.1,01f7713440665d6e99a53dae463f23bbb3100f7f46e40efc9dee31f59cd5b320,6,False
1,48,RP4-536B24.4,01f802166a763653b79c18895668a66d77f0fb7d71a7fffc3f444b51a171cbea,6,False
1,49,DCAF17,01f9b6fcbe7b18996a6f3ecd54b234749b49b49a32ed22017fb155817fb30d4b,7,False
1,50,KBTBD11-OT1,01fcf5f24e410ec2001861dcf1decea34676fe3d2ca3d4e4e5e8e40e9aee623b,7,False
1,51,PIH1D3,01fda6601675174dafa3e808079e42da4b1d27225549b6c17be31929db6f1fa3,7,False
1,52,LINC01322,020628bb9ed351b75737780176684527635902e0850535fcddee6a70d758c2aa,7,False
1,53,BTN3A3,0208fc4fe0f061c07e4da1deb610d85b2e46c1b2f6fc98a03606a7dff59ac342,7,False
1,54,P3H1,020d78bfa01a6c9b7c4bc90fe36612bd9d6ea50d55f102023538a11a022d1508,7,False
1,55,RP11-359K18.3,020e5c5d68ef9018278bf8971b4083bac26d6576ed52cfdda5dd01aeebe99412,7,False
1,56,BTD,021072c62a175ba5ae573643958d09fd48c2b0c1fb42e1ceaa176266a8ba4e1f,7,False
1,57,DSC3,0210ac15cc98692daeb373b8c02030e11d97f2da3c05b5d5ec472f50bad8ea99,8,False
1,58,USP39,0214a323be8b494839b3e14463ee5dbc70f19264acbd5a7119401205e4eb8192,8,False
1,59,RWDD1,021b7ac5a9c3e9048d22438f92542598a066964dd185fbc7a1a10c2b755e0f7a,8,False
1,60,ZNF846,021ba0c0f957429307736e6cd583ae6073262496c85336e2d758fb11b3fbbc84,8,False
1,61,RP11-65D17.1,021c1fe487630c972737ae136dfd2e7692b227897b18cd40acd8ac75137c498c,8,False
1,62,HBG1,021cfdbdf415e5d31573c850955fd9dc5b696929ba0853255c95a8c7eb34ae33,8,False
1,63,AC002467.7,021da5078cbbea9b2d3ba61622ba95f77f84af80ec24ae2e1f391a0a45533bd0,8,False
1,64,TNIK,0221e78b7a728bc6b86869e826944284a289d26ce251153d40c3a09b9f663cd4,8,False
2,1,MSRB1,0221fd5c1d1231644e81310798e8b3cc937f1f13410c4e18671a6510bc9de9f8,1,False
2,2,CCDC18,02239d1232de0d99ab8c4664503f597e44ce20668176c86059aeea80ba34d88a,1,False
2,3,SSUH2,0223bc728cc9bc6c8e357c16b7fe2265fb01bae9d8e3673aba905cde9b95460f,1,False
2,4,CEP162,02265dd7d23929e56c0940192ff9ae4aa8ac1b352a0794831ee9e768cbb853e2,1,False
2,5,LINC01151,022a5b580b522cdcf42a3e61dd2d18db12086de27a25a417c68b263f27005488,1,False
2,6,DUS1L,022e20e2b1b272c0e5bc098b242236680fa2e61aaf824e1a58f4aecb0743d25a,1,False
2,7,PLXNA3,022eeb7dd92f4419e2c5d21197d753ec82a0c4ace209e819babb4e501326c756,1,False
2,8,RP11-1105G2.3,022f27e0be23ef7bca1608cdb537f376cf3d103ee4eaf4f3ba82442f3703de5e,1,False
2,9,KCNJ18,02308ff7afcf4fd2100165284a85b68b032fef371f306aa112739d6b071d4681,2,False
2,10,AC005009.1,02315ce0047c6660e47fd431abeba2acef4929934045056caaf19d550d026cbe,2,False
2,11,RP11-488L18.10,023409ddf940c9165ae7eb656627f307c77cb23350e33710e16087723cf939db,2,False
2,12,AGMAT,0236f8f4a3f2b7f3d19469d84ba0b983bb8cc8f9ce6a2495483c6308fd2be6ea,2,False
2,13,AQP6,023fc39adc0454cda4e57d85089fdc97f75cee70dc095d3020aa3063282d74a7,2,False
2,14,RP11-179B2.2,02425981a3eb65066ae545583e3716cc3512427ce18307d65672cd3f84008f3d,2,False
2,15,IGFBP5,0242ef88e196bb5bd5a7604abb7398a72995f5e226a5121c1abcc70fc6a29b21,2,False
2,16,NARS,024311395c87aa5e968b94557d9043fc75a1295a30a869f8f10604b909e0ac0b,2,False
2,17,CNOT1,0248b1737da05119f6cc3347ceb61202e7d1a5d764f72d44c48013002f7c717b,3,False
2,18,CTU1,024caa79af2ec8481a1a98df6470b067ef1fa373d9f675c8479086ada48a04db,3,False
2,19,TMEM8B,0250ed71e5d5bfa4f444ee373e9a20ffc3cac0f9e9a0c0c445026cf4229266dc,3,False
2,20,SLC3A2,02549e7a4058a0d157953a51f6e003429e92f24b7599e14261bc3c062546162b,3,False
2,21,RP11-394I13.2,0261cd1f2f39604af6fc9bfed23562d141f13d6c6898028c16262e20ece61da7,3,False
2,22,DBNDD2,0264c85aa6d2a0fbc830ffe9ff696114473a88815a5e2c6260f0ce8f3e0abf37,3,False
2,23,REXO2,026706f19b40b500f8a4ccd5c6a8025df18af4ea3f1e0777f5bc1a1aef40a1e7,3,False
2,24,HCG18,02690ec988ccbe396281ee6eddf704eceaa43b89e07e449853796b0b63954edd,3,False
2,25,TEAD4,0269de44f9ba8c69efe87db50f0bbd2ea41447998f78b75a299391231573a0e0,4,False
2,26,GNPNAT1,026fb4a4e9f450c0a69e68cbbcc262df4ebd8297a1497af0df61fe5a8d46805f,4,False
2,27,NPIPA3,027598a76cc541fbc1f56078935fea77982fd28b1d17c65038f597a02b98810b,4,False
2,28,C1orf122,027926871940321537ba58da00f3baea45a81b371eb1b8325df3e4b5c0f7b4c4,4,False
2,29,RP11-77A13.1,027a8856be747dd3f4537ae3f3be18b407ebf69e4acb3bbd6265285c2633dd5f,4,False
2,30,GIP,027d8cba3167291cb90dc146247f153a64a81d3fa2d3ac0ab2f41cfe64a0018c,4,False
2,31,IGFBP7,028119eee7c6946781ceaaa5069c0a181b37d2794599f88211cab29d7a666c84,4,False
2,32,HPS4,0293dccfbde7731f360043ce864e207930c60c064622c523ae8a451b9e305101,4,False
2,33,RAB23,02988e94ccc23c580f56b0f000f8db0160468dcb6059870cda38c9895ea15228,5,False
2,34,TSNAX,02998f2798c16fabe8451967ea17d8c9f63879d421aa02eac29107a663d4f929,5,False
2,35,RP11-728K20.3,029b1644f8a370a4c2a292c2c667c88ba9b655b7561ac10fa70668529506b0e7,5,False
2,36,C19orf66,02a1d99d72c571085b0f127cd7d8c7735f43980da0b569f23a80ffab40c81d24,5,False
2,37,SLCO4C1,02a48021729e77d80d77d4c7ea4eae84518f39c4ca103057f9e19166648e9803,5,False
2,38,PFDN2,02a936f701cb3e7d2015cfe2cdf09ad18645b5a9dcc6d410fb0782e900ef84eb,5,False
2,39,LINC01122,02aa80ded5620b4d4d461b70157f4db207f19b4fe4b63478b1b7f81482ec0aa9,5,False
2,40,RP11-101E13.5,02ad57543cff985b23d77449dd8e9e1363e80ec6d5c4267577726df520125dd6,5,False
2,41,GALNT15,02b45f19d3510c35850e3529c92a49dc8323b9697ae47d766bf75e6b6e38deb0,6,False
2,42,PHF5A,02b9412cf28d24fd0201aaa22e0fe148b1df89e3674c4c6765df9db28c4d7085,6,False
2,43,DLGAP1-AS1,02ba369946f9ba8e778aa3341276985ef2fc6527e54476ce0d944907a3ac876e,6,False
2,44,BIN3,02bc437d06ab715d6ef745affeb38bd8dffc82463ca3f3e80aa9dfca68e41165,6,False
2,45,CCL4L2,02becd5c5b0090580985d533587d61ef997d457c3191db170ddc7fc8e098e0a0,6,False
2,46,PCDHB8,02cacecc45ae8620a73e509eccc12f37d3464527ba037a72635f177df20166b2,6,False
2,47,RP11-59D5--B.2,02cf2a54a43bb87c7d8a73bd344ac454b06d171998494974235a780187846c06,6,False
2,48,RP13-582O9.7,02d92396e5ceede5697d2a5538c64b9f0160fda1f7de200f967e562aea0db07e,6,False
2,49,GORASP1,02db7b518c44e7ee3307d7766ace23039fafdb7fd860adcb73619f0efb0a5d38,7,False
2,50,FOXC1,02ddaac806f0c4a35380f25ee882dd271f0fdfc10bb1aaba9f8b4aea85821bf4,7,False
2,51,MADCAM1,02e28c44addbced9daa240dd43b0db968026ad7cf4f6d57f89dd1e7d3c4f7c0f,7,False
2,52,DOLPP1,02e572d1196158ebcc296a71b5af595b21dc21c06926b5d6cf00ff84847fb480,7,False
2,53,RP11-157F20.3,02e6b47e78fc4fe5cae576ffaff4a14fb8208527334ea9db6ea61c74fd5efec3,7,False
2,54,HOXC9,02e70abdc11e5e1162b8c111446f3cc61b108e1c027281d65f9e09f69d08c63b,7,False
2,55,LRRC69,02e799c177bbb0260ebaf8d95c31dc133690a86c38c0658fbf6d9a52af08c3d9,7,False
2,56,RP11-716O23.1,02e79c00df5433e2fc6d3356314585c579a63272ef08d254edb7579e6af1654e,7,False
2,57,ZNF79,02e89a087d2837a18ef29f49c543b43fa668e9927fc3aaaf0897323831b5eac0,8,False
2,58,RP11-285E23.2,02eaf2383dec0d3be550661f8edcd442bc1887a30eb5a0c099bc1e47f306958b,8,False
2,59,UBXN7,02ed0a6f89e3a05291a8c21148c37545619628b4d5670e8843324bd72539681f,8,False
2,60,RP11-367G6.3,02efacc304ba2cd651843ee2dc962ee07fe0128669b8fc73e1f1b542dac274c7,8,False
2,61,PAICS,02f2e193d12cc44067d336fe964cf514110b1a4d0b128b6dad73172e4fa5857f,8,False
2,62,HCK,02f35b6c46fb4f9c09480554a7dfe01e7ed0fd9de222172b5e71b983d90de563,8,False
2,63,IRAK4,02f51acf84bfca4023f9eebd305f964eb9424ada5b4dfc424c5299834376b400,8,False
2,64,EXOC3L4,02f53782e92ca4b52f8356b631fbcd723280742972c7ca1fabdd0e8e6bcb52d0,8,False
3,1,DCLRE1A,02f7261eca8f609992326634f634beb927a497a38d34e57d71906d83f4968363,1,False
3,2,CHD8,02f8bf8646964d6305b6b9e969a7f5c55403bd079f7f9efd5639010bacf9f7c8,1,False
3,3,XXyac-YX155B6.7,02f9d81b1a02b971c2b7bd3d5c87d4f54e832eb8986047359035c89c8202092a,1,False
3,4,ODF3B,02fa573d5383780da6f4cb9b59c1b2e132b3d395ca1fd9baeff3709aa8b3e405,1,False
3,5,RPGRIP1,02fcd50872682340a06a3b583514ca2b716f938f75548b29d175d731c5d79abc,1,False
3,6,RP11-817O13.9,02fd2ce118643ab2b30360518657c25bb09f2b9f616e2e2fed07a408d33d2d07,1,False
3,7,LINC00319,02feeebba713e17d26ca4f6494bd6cf0cb098a051f714c2ec900c9978526feff,1,False
3,8,KLF10,03033372639ed47e3e78a21cac99cac61db0299eeceaaad736b71594a0eeb9f7,1,False
3,9,C19orf18,030563f765ac8f26b7bd044d7041a2cd7608dd9387c70dd1e961704b172cb02b,2,False
3,10,GPANK1,030588e832adc76cdf99fc0f5c2d864b06dbaa448ae4f6fc599a5b39f1d00803,2,False
3,11,PAPD4,030785128b001d255fc05e3e775b5cebbe52765028e0b3008a694454aaed6b31,2,False
3,12,RP11-345J4.5,030a5f4abdc70acd92afe539af226ab50bdf9324a46ebdd6db9c8512f3198ac7,2,False
3,13,FNTB,030d0dc9e25a1480a31f65d81bea927e8f997d42437d0b2f45cb77b688f9ce35,2,False
3,14,VCPKMT,030f5c348f2021ecb1d5554ca07968603c990b3a3ddf78cb0eb9c7b7110f0704,2,False
3,15,LITAF,031013a49db01619d73febed43e491acefac52d57ce62eb5229f3992acad4e15,2,False
3,16,BEX4,0311a648a7e8250b19353b215d8c240a260b99836ad483527cccac21ef38eb84,2,False
3,17,EBP,03128bfc490f74a97a1c206a8918cbb55db28392fd1abb82c6f7dd9d57998c48,3,False
3,18,HMMR,03131b1bc4546699c429e1af342b212e4870859527f2c0dcaf0540e4003a772d,3,False
3,19,SLC22A15,0314f2f4fb63d78f845b9c74cb9a79f1c213a527ce5c68d00be3276b26c01d0c,3,False
3,20,IL12RB1,0318647be53817e36621a95fb900f59066b4011c1a4cf3b92d693b8480fe41fc,3,False
3,21,CNGA1,031c55cf661ec352bc307cd7745fdde8b227cf70ea8f4719f697060b53429be4,3,False
3,22,MIR3681HG,031ca0c3083d19f4fbd9ba2dc18f1dca1dc0417760240d1a59768adf9f158333,3,False
3,23,HS6ST3,031fea1af73f088e17720bf939e20da23c2735a3ae4a02f01a8958cc94fe9272,3,False
3,24,RP11-802D6.1,0322928c42a580d6cda828e3c0b5d3bef6040192f8e02fda1294c183bb44af38,3,False
3,25,HAPLN3,0325a2a78a13a872c66f8f783e9a8567a5aaf748d5184c59fe2665d6faeb91e5,4,False
3,26,RRNAD1,0327e56857143354751b3c3049a2099adbe1fee8908cdee120b7e0e98a57e2e3,4,False
3,27,RP11-434H6.6,032cfc94509d1fa856f3bd18815cdefb74062306762a1937d4eca6524df96095,4,False
3,28,CA12,0335c2fd4643de5bad8eb75477c61eaf189062d0f24c3cfb1f6b17852ac1e40a,4,False
3,29,LINC00885,033ed9adf8e71a95c03c686c96c83e0b764fa7ca5f85438fe66522a6b374a5c1,4,False
3,30,RARRES1,0340cca644a429d6730af3c66976b9167840ce7159af7dc30b7cb6f7557146ac,4,False
3,31,SPATS2,03418ffc01276f03f6816cef7ab1971f794296de521765652e14f4a32330e9c6,4,False
3,32,IFI27,034a5f89253e6e69ee155c5ffda98162ccfd7b19592462e11de02ad37028ac66,4,False
3,33,EIF3F,034e7dd517cec898f0f089754735e9d7f2ff252c6c4206017bb1262282c82368,5,False
3,34,RPUSD2,0357dd6f5844d3b48e7e0055d2d8909355803e208df796ba60867d9f04a73779,5,False
3,35,HSPBP1,035a071d170025eb1f256b89833aaf7adfff187208e9ea9ca38802324637d77a,5,False
3,36,PELO,035c9fe98a88259966d64c8ee6d14ccf7740c2cf1d84b281910b320bbf787277,5,False
3,37,TENM1,035e9825275beea1a9b1b7f0584d722a844677cfc12b7b83adf5785c7f1662a7,5,False
3,38,AC099342.1,0362d6efe43295845c044cf6b84a39d5f8298e089d0b0448e5b364727a677643,5,False
3,39,SVIL,036742e27f39edb61ef2e3d4b88f0a83ee69e0a980d6dcd335fa2d9ca703a616,5,False
3,40,TBC1D10C,03679c898e4f2d4a31f42f488fc4eb1bce317aaee688ac7ad0ca52d78617e6d9,5,False
3,41,HIF1A,036817cf33484e0e63fc96621732a80aff6f14a6a2aeb77e67b647b7f56753c3,6,False
3,42,TPRG1,036bb0b34ba3558a26d727dfe0b52abf25252bc3b3d466dc6bba9ea77084ece9,6,False
3,43,HEXDC,037066d75eb91c05e400b278b187ee9e932b5fc6204b6ef5d3505f05cba2b6f6,6,False
3,44,RP5-884M6.1,03716564dc9790ea2e74654fe4a2c850d8ebb5dd53a52dd577fb242aaaf5eb01,6,False
3,45,PARVG,03722b35eed3a34887f8dff157a57754b50484617e9251e35719bb9aaeb39e06,6,False
3,46,MIS18A-AS1,0374dbd93f98c5b4ddefcb59e608ff20851f35af50567c8e32eb1d50e30683d0,6,False
3,47,C1orf140,0375b2eddafcd1323272f630b4704cbaa3382d180d90b0982c4adbba697d9d7f,6,False
3,48,TRAP1,03760fdae052a6e5b19ee9934c15c00674bf4b2cc1421c85fd699d0c37613305,6,False
3,49,POGLUT1,03780768a3dc0cea346e864125321507a375f7ae5744c4e09d44911f62a8bd8e,7,False
3,50,BHLHE40,037d74a66825d2da4f57976d37a4652c9e847cef72a6cdf6546695013797d305,7,False
3,51,MAFF,037f650781b6bf352975b3a2adbefdb9f7d6938eef879c2ca9b5439a7dc8a0f6,7,False
3,52,SDF2L1,0387fbe26da8c553ce9c48e75a13256a7958e284428eda5e306ae6fe34964fd3,7,False
3,53,MAEL,0388ef6400a12ab87733e310ebe8f33f677511c53def2d53a51b15d2476cb5a7,7,False
